time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
lh,Campeonato Potiguar,GOOD,GOOD,0,0,0,0,1,3,2,5,18,45,40,70,38%,62%,True
fh,Germany 3.Liga,GOOD,GOOD,0,0,2,0,3,4,10,2,81,60,114,96,60%,40%,False
lh,Germany 3.Liga,GOOD,GOOD,0,1,6,0,1,1,4,1,32,34,64,46,66%,34%,False
fh,Greece Super League,GOOD,GOOD,0,0,1,0,3,6,3,11,78,109,147,189,37%,63%,False
lh,Greece Super League,GOOD,GOOD,0,0,0,0,2,1,1,4,28,37,53,75,35%,65%,False
fh,El Salvador Reserve...,GOOD,GOOD,0,0,0,0,3,6,2,5,59,86,81,100,45%,55%,True
lh,El Salvador Reserve...,GOOD,GOOD,1,2,0,0,0,3,0,3,24,46,44,50,44%,56%,True
fh,Germany Oberliga Ha...,GOOD,GOOD,0,3,0,0,2,7,3,7,49,53,54,66,52%,48%,False
lh,Germany Oberliga Ha...,GOOD,GOOD,2,5,0,0,0,4,1,3,21,23,22,27,52%,48%,False
fh,Campeonato Brasiliense,GOOD,GOOD,1,2,0,0,4,5,5,9,110,79,123,93,63%,37%,True
lh,Campeonato Brasiliense,GOOD,GOOD,2,2,0,0,1,2,2,4,57,31,64,35,69%,31%,False
fh,Campeonato Brasiliense,GOOD,GOOD,1,2,0,1,4,6,6,6,47,38,70,67,52%,48%,True
fh,Spain Copa De La Reina,GOOD,GOOD,0,2,0,0,1,8,1,10,9,48,43,122,34%,66%,True
lh,Spain Copa De La Reina,GOOD,GOOD,0,5,0,0,1,5,0,3,7,21,24,58,35%,65%,False
fh,Campeonato Brasiliense,GOOD,GOOD,1,1,0,0,2,3,4,5,33,64,77,92,43%,57%,True
lh,Campeonato Brasiliense,GOOD,GOOD,2,1,0,0,1,2,1,0,10,17,15,25,46%,54%,True
fh,Campeonato Carioca B,GOOD,GOOD,0,0,0,0,5,2,5,7,60,73,123,144,42%,58%,True
lh,Campeonato Carioca B,GOOD,GOOD,0,0,0,0,1,0,2,2,25,34,63,74,45%,55%,True
fh,El Salvador Reserve...,GOOD,GOOD,1,0,0,0,3,5,5,7,79,108,117,137,51%,49%,True
lh,El Salvador Reserve...,GOOD,GOOD,2,0,0,0,1,2,4,4,31,53,56,75,53%,47%,True
fh,Germany Berlin-Liga,GOOD,GOOD,0,0,0,0,6,3,9,2,70,55,113,92,60%,40%,False
lh,Germany Berlin-Liga,GOOD,GOOD,1,1,0,1,2,1,2,0,28,31,53,48,60%,40%,False
fh,Spain Segunda B Gro...,GOOD,GOOD,0,1,4,0,2,5,2,4,45,45,80,80,49%,51%,True
lh,Spain Segunda B Gro...,GOOD,GOOD,0,1,0,0,1,2,1,3,20,15,34,30,47%,53%,False
fh,Gambia GFA League,GOOD,GOOD,1,0,0,0,4,2,9,8,48,53,89,93,57%,43%,True
lh,Gambia GFA League,GOOD,GOOD,3,0,0,0,2,1,3,4,25,24,40,45,56%,44%,False
fh,Spain Tercera Group 10,GOOD,GOOD,0,0,0,0,4,1,2,2,43,30,92,79,48%,52%,True
lh,Spain Tercera Group 10,GOOD,GOOD,1,0,0,0,2,0,2,1,23,15,55,43,53%,47%,True
fh,Spain Segunda B Gro...,GOOD,GOOD,1,2,0,2,13,5,15,7,53,25,76,65,63%,37%,True
lh,Spain Segunda B Gro...,GOOD,GOOD,2,2,0,2,5,4,4,5,22,20,36,33,55%,45%,False
fh,Spain Copa De La Reina,GOOD,GOOD,0,1,0,0,6,2,5,0,55,39,89,77,48%,52%,False
lh,Spain Copa De La Reina,GOOD,GOOD,0,1,0,0,5,2,2,0,23,19,42,37,44%,56%,False
fh,Spain Women Superliga,GOOD,GOOD,0,2,0,0,4,6,3,4,30,38,84,78,51%,49%,True
lh,Spain Women Superliga,GOOD,GOOD,1,4,0,0,1,3,1,3,10,21,39,42,45%,55%,True
fh,Iceland Premier League,GOOD,GOOD,2,0,0,0,6,8,8,5,57,35,69,44,63%,37%,False
lh,Iceland Premier League,GOOD,GOOD,2,0,0,0,4,4,5,4,33,16,33,19,62%,38%,True
fh,Campeonato Catarinense,GOOD,GOOD,0,0,0,0,2,2,11,7,39,40,72,64,53%,47%,True
lh,Campeonato Catarinense,GOOD,GOOD,0,1,0,0,0,0,3,3,9,16,22,24,39%,61%,True
fh,Spain Tercera Group 7,GOOD,GOOD,1,1,0,0,3,4,1,13,56,94,112,151,42%,58%,False
lh,Spain Tercera Group 7,GOOD,GOOD,2,1,0,0,1,3,0,5,22,49,64,65,42%,58%,True
fh,Spain Tercera Group 15,GOOD,GOOD,1,0,0,0,2,1,8,12,34,36,89,100,45%,55%,True
lh,Spain Tercera Group 15,GOOD,GOOD,1,0,0,0,1,1,5,4,13,14,41,45,47%,53%,False
fh,Spain Primera Divis...,GOOD,GOOD,2,0,1,1,4,3,4,8,18,26,56,64,45%,55%,False
lh,Spain Primera Divis...,GOOD,GOOD,3,0,2,5,2,2,1,3,8,9,23,26,52%,48%,False
fh,Spain Primera Divis...,GOOD,GOOD,0,0,0,0,2,3,6,11,40,70,103,110,46%,54%,False
lh,Spain Primera Divis...,GOOD,GOOD,0,1,0,0,1,2,4,5,13,38,36,56,46%,54%,False
fh,England League Cup ...,GOOD,GOOD,0,0,0,0,5,0,4,0,36,16,65,37,57%,43%,False
lh,England League Cup ...,GOOD,GOOD,2,0,0,0,0,0,1,0,1,1,5,1,58%,42%,False
fh,Spain Tercera Group 18,GOOD,GOOD,0,1,3,0,3,3,5,1,84,72,129,117,45%,55%,True
lh,Spain Tercera Group 18,GOOD,GOOD,1,1,0,2,2,2,1,1,36,39,57,57,51%,49%,False
fh,Spain Tercera Group 7,GOOD,GOOD,4,0,0,0,7,7,4,9,44,59,90,96,40%,60%,False
lh,Spain Tercera Group 7,GOOD,GOOD,4,0,0,0,6,3,3,1,30,20,46,43,50%,50%,False
fh,Spain Tercera Group 9,GOOD,GOOD,0,0,3,0,16,8,5,4,78,57,85,102,51%,49%,False
lh,Spain Tercera Group 9,GOOD,GOOD,2,1,5,0,6,1,3,2,30,28,43,48,54%,46%,True
fh,Colombia Primera A,GOOD,GOOD,1,0,0,0,7,4,3,1,94,70,130,120,47%,53%,False
lh,Colombia Primera A,GOOD,GOOD,1,2,0,0,4,1,2,0,56,26,72,44,53%,47%,False
fh,Campeonato Brasileiro,GOOD,GOOD,0,0,0,0,5,4,7,3,61,20,77,77,61%,39%,False
lh,Campeonato Brasileiro,GOOD,GOOD,1,2,0,0,2,1,2,2,20,13,32,41,56%,44%,True
fh,Italy Serie B,GOOD,GOOD,2,0,3,4,4,2,11,5,44,27,129,71,60%,40%,True
lh,Italy Serie B,GOOD,GOOD,2,1,3,0,2,0,4,4,14,19,56,29,56%,44%,False
fh,African Nations Cup...,GOOD,GOOD,0,0,2,0,1,1,14,8,62,38,167,99,55%,45%,True
lh,African Nations Cup...,GOOD,GOOD,0,0,4,0,1,0,2,2,24,14,59,31,62%,38%,True
fh,Spain Women 1a Naci...,GOOD,GOOD,0,0,0,0,3,5,2,10,27,43,76,104,32%,68%,False
lh,Spain Women 1a Naci...,GOOD,GOOD,0,1,0,0,1,2,1,8,8,24,27,52,22%,78%,False
fh,Europe Friendlies,GOOD,GOOD,1,0,0,0,15,4,14,10,72,35,110,57,67%,33%,True
lh,Europe Friendlies,GOOD,GOOD,6,0,0,0,6,0,8,3,39,12,58,25,75%,25%,False
fh,Brazil Amazonense,GOOD,GOOD,1,0,1,0,10,1,7,5,35,19,82,64,50%,50%,True
lh,Brazil Amazonense,GOOD,GOOD,1,0,6,0,5,1,5,2,16,7,39,30,52%,48%,True
fh,Southern League Div...,GOOD,GOOD,0,1,0,0,3,4,3,5,33,32,82,66,60%,40%,False
lh,Southern League Div...,GOOD,GOOD,0,1,0,0,1,4,3,3,18,18,45,37,59%,41%,True
fh,Spain Tercera Group 9,GOOD,CLOUDY,1,0,2,0,6,7,2,3,52,62,72,93,58%,42%,False
lh,Spain Tercera Group 9,GOOD,CLOUDY,2,0,4,0,3,1,1,0,19,21,21,39,65%,35%,True
fh,Brazil Amazonense,GOOD,GOOD,0,1,0,0,0,1,0,0,46,32,65,58,52%,48%,False
lh,Brazil Amazonense,GOOD,GOOD,0,1,0,0,0,1,0,0,26,13,40,29,52%,48%,False
fh,Iceland 1 Deild,GOOD,GOOD,2,0,0,0,6,3,9,3,54,44,80,66,55%,45%,True
lh,Iceland 1 Deild,GOOD,GOOD,2,0,0,0,5,1,4,1,27,23,42,35,53%,47%,False
fh,Spain Tercera Group 7,GOOD,GOOD,1,1,3,0,10,3,6,4,44,43,98,111,42%,58%,False
lh,Spain Tercera Group 7,GOOD,GOOD,4,1,5,0,3,2,4,2,23,20,56,64,42%,58%,False
fh,Brazil Amazonense,GOOD,GOOD,0,1,0,0,1,1,8,6,77,62,134,107,61%,39%,False
lh,Brazil Amazonense,GOOD,GOOD,1,1,0,0,0,1,3,2,41,26,68,47,59%,41%,True
fh,Spain Tercera Group 7,GOOD,GOOD,0,0,0,0,2,5,4,4,54,62,100,89,55%,45%,False
lh,Spain Tercera Group 7,GOOD,GOOD,1,1,0,0,0,1,2,4,26,30,53,47,55%,45%,False
fh,England National Le...,GOOD,GOOD,0,0,0,0,2,5,3,6,92,66,166,136,55%,45%,False
lh,England National Le...,GOOD,GOOD,1,1,0,0,0,1,2,4,43,26,82,56,56%,44%,True
fh,Scotland Premiership,GOOD,GOOD,0,0,1,4,2,1,9,3,30,38,114,71,43%,57%,False
lh,Scotland Premiership,GOOD,GOOD,0,0,3,1,2,0,4,2,15,26,64,32,51%,49%,False
fh,Scotland Premiership,GOOD,GOOD,0,0,5,3,5,3,13,3,76,30,118,94,68%,32%,True
lh,Scotland Premiership,GOOD,GOOD,1,0,5,1,2,2,9,1,42,14,48,44,68%,32%,True
fh,Scotland Premiership,GOOD,GOOD,0,2,0,5,1,8,6,12,35,63,114,101,43%,57%,False
lh,Scotland Premiership,GOOD,GOOD,1,2,4,5,0,6,1,7,10,38,34,53,30%,70%,True
fh,Scotland Premiership,GOOD,GOOD,0,0,0,1,3,2,6,8,36,48,127,107,53%,47%,False
lh,Scotland Premiership,GOOD,GOOD,0,0,0,1,2,1,2,4,15,20,67,47,52%,48%,True
fh,Scotland Premiership,GOOD,GOOD,0,0,0,0,6,4,19,8,59,43,123,86,59%,41%,True
lh,Scotland Premiership,GOOD,GOOD,2,1,0,0,1,0,10,1,36,15,68,53,51%,49%,True
fh,England FA Premier ...,GOOD,GOOD,0,0,0,0,4,1,10,4,36,23,83,47,62%,38%,False
lh,England FA Premier ...,GOOD,GOOD,0,0,0,0,2,1,6,1,20,12,41,27,58%,42%,True
fh,Republic of Ireland...,GOOD,GOOD,0,0,0,0,10,2,14,2,59,15,118,80,57%,43%,False
lh,Republic of Ireland...,GOOD,GOOD,2,0,0,0,6,2,7,1,32,10,63,46,57%,43%,False
fh,Southern League Div...,GOOD,GOOD,1,1,0,0,6,6,13,10,47,49,105,105,52%,48%,True
lh,Southern League Div...,GOOD,GOOD,1,2,0,0,3,2,6,5,24,27,55,50,48%,52%,True
fh,England FA Premier ...,GOOD,GOOD,2,0,0,0,9,4,12,4,47,28,95,60,60%,40%,True
lh,England FA Premier ...,GOOD,GOOD,5,0,0,0,5,2,3,2,25,12,52,23,61%,39%,False
fh,Portugal Primeira Liga,GOOD,GOOD,1,1,6,0,10,2,6,1,98,33,107,59,75%,25%,True
lh,Portugal Primeira Liga,GOOD,GOOD,2,1,4,0,5,2,4,1,48,12,49,23,73%,27%,True
fh,England FA Premier ...,GOOD,GOOD,0,2,0,0,3,7,5,7,34,43,67,74,45%,55%,False
lh,England FA Premier ...,GOOD,GOOD,0,3,0,0,2,5,4,2,13,20,34,40,40%,60%,True
fh,Northern Ireland Re...,GOOD,GOOD,3,2,0,0,6,4,5,6,58,69,125,130,51%,49%,False
lh,Northern Ireland Re...,GOOD,GOOD,4,2,0,0,4,2,4,2,34,27,69,65,58%,42%,False
fh,England FA Premier ...,GOOD,GOOD,1,0,0,0,5,2,1,6,26,35,72,87,37%,63%,True
lh,England FA Premier ...,GOOD,GOOD,1,0,0,0,4,1,0,3,11,16,35,39,40%,60%,True
fh,Australia W-League,GOOD,GOOD,0,1,0,0,2,9,1,6,50,71,86,87,46%,54%,True
lh,Australia W-League,GOOD,GOOD,0,3,0,0,1,6,0,5,21,32,39,35,46%,54%,True
fh,Algeria Youth League,GOOD,GOOD,0,0,0,0,1,1,5,1,78,69,139,130,53%,47%,False
lh,Algeria Youth League,GOOD,GOOD,1,0,0,0,0,0,2,0,38,31,68,59,54%,46%,False
fh,Algeria Youth League,GOOD,GOOD,1,0,0,0,17,8,7,10,44,49,72,70,57%,43%,True
lh,Algeria Youth League,GOOD,GOOD,1,1,0,0,8,5,2,5,24,25,36,36,54%,46%,True
fh,Israel Liga Alef South,GOOD,GOOD,1,1,0,0,1,2,0,0,41,27,88,82,59%,41%,False
lh,Israel Liga Alef South,GOOD,GOOD,1,2,0,0,1,1,0,0,23,11,48,39,58%,42%,False
fh,Israel Liga Alef North,GOOD,GOOD,0,0,0,0,5,4,2,10,63,76,105,118,50%,50%,True
lh,Israel Liga Alef North,GOOD,GOOD,1,1,0,0,3,1,2,7,44,35,52,56,52%,48%,False
fh,Israel Liga Bet South,GOOD,GOOD,0,0,0,0,11,2,15,3,49,29,64,57,60%,40%,True
lh,Israel Liga Bet South,GOOD,GOOD,2,0,0,0,5,0,8,3,24,11,29,25,57%,43%,True
fh,Gambia Division 2,GOOD,GOOD,1,0,0,0,7,6,3,4,44,59,62,74,48%,52%,True
lh,Gambia Division 2,GOOD,GOOD,1,1,0,0,4,2,1,2,23,26,30,40,48%,52%,True
fh,Gambia Division 2,GOOD,GOOD,0,1,0,0,12,14,11,13,80,62,119,117,49%,51%,True
lh,Gambia Division 2,GOOD,GOOD,0,1,0,0,4,9,6,6,42,34,64,57,60%,40%,False
fh,Portugal U23 League,GOOD,GOOD,1,1,0,0,3,5,6,5,47,70,106,105,53%,47%,False
lh,Portugal U23 League,GOOD,GOOD,1,1,0,0,2,2,1,3,26,27,61,45,58%,42%,True
fh,Israel Women Divisi...,GOOD,GOOD,0,0,0,0,1,4,0,4,67,104,131,135,44%,56%,True
lh,Israel Women Divisi...,GOOD,GOOD,1,1,0,0,0,2,0,2,30,49,74,72,42%,58%,False
fh,Europe Friendlies,GOOD,GOOD,3,0,0,0,5,7,7,13,53,81,97,137,42%,58%,False
lh,Europe Friendlies,GOOD,GOOD,4,0,0,0,3,4,4,4,29,34,43,70,42%,58%,True
fh,Asia - World Cup Qu...,GOOD,GOOD,0,0,0,2,4,2,5,6,31,27,126,118,56%,44%,True
fh,Israel Liga Bet South,GOOD,GOOD,0,0,0,0,4,4,13,4,80,44,82,79,63%,37%,True
lh,Israel Liga Bet South,GOOD,GOOD,1,2,0,0,0,1,6,2,35,22,46,37,66%,34%,True
fh,Hungary NB I,GOOD,GOOD,1,0,0,0,5,2,10,3,77,84,120,144,44%,56%,True
lh,Hungary NB I,GOOD,GOOD,1,0,0,0,4,1,6,1,42,36,65,60,51%,49%,True
fh,Israel Women Divisi...,GOOD,GOOD,1,0,0,0,5,2,6,3,56,36,112,86,56%,44%,False
lh,Israel Women Divisi...,GOOD,GOOD,1,0,0,0,3,1,4,2,30,20,58,38,58%,42%,False
fh,Campeonato Paulista A2,GOOD,GOOD,0,1,0,0,2,3,6,4,66,63,121,103,57%,43%,False
lh,Campeonato Paulista A2,GOOD,GOOD,0,3,0,0,2,1,2,4,32,29,52,54,54%,46%,True
fh,Campeonato Cearense,GOOD,GOOD,1,1,0,0,4,3,3,5,58,93,85,133,42%,58%,False
lh,Campeonato Cearense,GOOD,GOOD,1,1,0,5,1,2,1,0,27,41,47,62,45%,55%,True
fh,Mexico Liga MX Femenil,GOOD,GOOD,1,0,0,0,3,1,3,2,63,62,80,80,58%,42%,True
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,0,0,0,2,0,2,1,35,31,34,37,64%,36%,True
fh,Israel Liga Bet South,GOOD,GOOD,2,1,0,0,5,8,5,10,52,70,106,108,54%,46%,False
lh,Israel Liga Bet South,GOOD,GOOD,3,1,0,0,3,1,4,2,31,27,58,49,56%,44%,False
fh,Campeonato Cearense,GOOD,GOOD,1,0,6,0,7,0,13,0,90,34,95,73,59%,41%,True
lh,Campeonato Cearense,GOOD,GOOD,4,0,4,5,2,0,9,0,47,12,44,37,61%,39%,True
fh,Campeonato Carioca,GOOD,GOOD,1,0,0,0,5,3,7,9,55,70,112,147,44%,56%,False
lh,Campeonato Carioca,GOOD,GOOD,1,0,0,0,1,0,2,4,22,32,60,70,53%,47%,True
fh,Europe Friendlies,GOOD,GOOD,1,2,0,0,2,5,0,3,46,64,75,84,51%,49%,False
lh,Europe Friendlies,GOOD,GOOD,2,4,0,0,1,2,0,1,25,32,38,38,50%,50%,True
fh,Brazil Paraense,GOOD,GOOD,0,0,2,0,3,5,9,1,31,13,69,54,60%,40%,False
lh,Brazil Paraense,GOOD,GOOD,1,0,6,0,0,3,6,0,13,8,34,24,62%,38%,False
fh,Israel Women Divisi...,GOOD,GOOD,0,0,0,0,6,5,1,6,33,42,94,99,55%,45%,False
lh,Israel Women Divisi...,GOOD,GOOD,0,1,0,0,5,2,1,3,18,16,39,50,47%,53%,False
fh,Europe Friendlies,GOOD,GOOD,0,0,0,0,4,5,3,17,21,58,49,100,30%,70%,False
lh,Europe Friendlies,GOOD,GOOD,0,0,0,0,2,2,2,6,8,34,23,59,32%,68%,True
fh,Iceland Pre-Season Cup,GOOD,GOOD,1,1,2,3,8,4,6,6,40,55,90,136,39%,61%,True
lh,Iceland Pre-Season Cup,GOOD,GOOD,3,1,1,2,5,3,3,4,19,29,46,67,42%,58%,False
fh,Spain Tercera Group 7,GOOD,GOOD,0,0,0,0,4,0,12,5,66,30,140,84,63%,37%,False
lh,Spain Tercera Group 7,GOOD,GOOD,1,0,0,0,2,0,4,1,33,8,78,41,70%,30%,False
fh,Europe Friendlies,ARTIFICIALTURF,RAINY,0,0,0,0,2,4,3,8,22,30,44,62,45%,55%,True
lh,Europe Friendlies,ARTIFICIALTURF,RAINY,0,2,0,0,2,0,0,3,11,14,22,33,43%,57%,False
fh,Iceland Premier Lea...,GOOD,GOOD,3,0,0,0,8,2,7,1,136,69,150,122,58%,42%,True
lh,Iceland Premier Lea...,GOOD,GOOD,5,1,0,0,4,1,3,1,73,35,91,70,65%,35%,True
fh,Campeonato Cearense,GOOD,GOOD,0,0,4,1,8,3,2,4,60,77,96,124,44%,56%,True
lh,Campeonato Cearense,GOOD,GOOD,2,0,1,2,3,2,1,1,30,34,55,58,48%,52%,False
fh,England FA Cup Women,GOOD,GOOD,0,1,0,0,8,2,2,3,66,16,105,47,68%,32%,False
lh,England FA Cup Women,GOOD,GOOD,2,1,0,0,1,1,0,3,24,9,45,17,69%,31%,False
fh,Belgium First Divis...,GOOD,GOOD,0,0,0,0,0,7,9,12,52,79,139,102,59%,41%,True
lh,Belgium First Divis...,GOOD,GOOD,0,0,0,0,0,4,4,5,21,42,62,55,58%,42%,True
fh,England FA Premier ...,GOOD,GOOD,0,1,0,0,1,9,0,6,26,61,82,129,32%,68%,True
lh,England FA Premier ...,GOOD,GOOD,0,2,0,0,1,4,0,2,10,34,38,67,27%,73%,True
fh,Spain Primera Divis...,GOOD,GOOD,0,0,0,0,6,2,8,5,42,30,100,88,56%,44%,True
lh,Spain Primera Divis...,GOOD,GOOD,1,0,0,0,2,2,4,2,16,15,43,47,47%,53%,False
fh,Portugal Primeira Liga,GOOD,GOOD,1,0,2,0,4,5,8,14,26,63,75,118,42%,58%,True
lh,Portugal Primeira Liga,GOOD,GOOD,1,2,2,0,1,2,3,4,18,29,32,61,44%,56%,False
fh,Copa America,GOOD,GOOD,0,1,4,1,2,5,10,7,55,24,78,62,60%,40%,True
lh,Copa America,GOOD,GOOD,1,1,2,0,0,2,6,4,26,11,35,31,54%,46%,False
fh,Colombia Primera A,GOOD,GOOD,0,0,0,0,0,1,6,1,67,48,108,98,56%,44%,False
lh,Colombia Primera A,GOOD,GOOD,0,0,0,0,0,1,5,0,42,20,53,43,59%,41%,False
fh,Mexico Copa Conecta,GOOD,GOOD,1,0,0,0,3,3,7,6,31,36,70,81,46%,54%,True
lh,Mexico Copa Conecta,GOOD,GOOD,1,1,0,0,2,1,4,5,13,18,37,41,50%,50%,True
fh,America Friendlies,GOOD,GOOD,0,1,0,0,6,5,4,3,55,37,93,74,57%,43%,True
lh,America Friendlies,GOOD,GOOD,1,1,0,0,1,2,3,3,20,20,46,35,53%,47%,True
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,1,0,0,5,5,5,8,88,50,113,112,45%,55%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,2,0,0,2,1,1,5,34,24,46,71,36%,64%,True
fh,Campeonato Gaucho,GOOD,GOOD,2,1,0,0,6,3,7,3,60,24,95,68,68%,32%,True
lh,Campeonato Gaucho,GOOD,GOOD,2,1,0,0,4,2,3,2,29,10,50,32,76%,24%,False
fh,Mexico Copa Conecta,GOOD,GOOD,1,0,0,0,5,4,0,3,32,34,76,80,50%,50%,True
lh,Mexico Copa Conecta,GOOD,GOOD,3,1,0,0,2,2,0,1,15,15,41,41,53%,47%,False
fh,Campeonato Baiano,GOOD,GOOD,0,0,0,0,3,3,9,8,47,44,79,78,53%,47%,False
lh,Campeonato Baiano,GOOD,GOOD,0,1,0,0,0,0,4,4,24,24,41,44,50%,50%,True
fh,Brazil Campeonato P...,GOOD,GOOD,0,1,0,0,1,7,6,7,39,48,87,100,43%,57%,False
lh,Brazil Campeonato P...,GOOD,GOOD,1,1,0,0,0,3,0,3,17,22,38,47,45%,55%,False
fh,Brazil Serie D,GOOD,GOOD,1,2,0,0,9,5,8,6,40,38,103,101,57%,43%,False
lh,Brazil Serie D,GOOD,GOOD,2,2,0,0,3,3,1,2,17,20,54,44,59%,41%,False
fh,Copa America,GOOD,GOOD,0,0,5,4,2,4,6,11,34,52,100,136,48%,52%,True
lh,Copa America,GOOD,GOOD,0,1,0,4,0,2,4,7,17,16,54,57,54%,46%,False
fh,Campeonato Paulista,GOOD,GOOD,1,0,5,1,4,2,6,8,53,60,67,110,41%,59%,False
lh,Campeonato Paulista,GOOD,GOOD,3,1,1,2,1,1,6,3,39,23,42,52,46%,54%,False
fh,Colombia Primera A,GOOD,GOOD,0,0,0,0,3,4,2,4,64,109,88,130,40%,60%,False
lh,Colombia Primera A,GOOD,GOOD,2,0,0,0,0,1,2,1,31,52,50,68,46%,54%,True
fh,Campeonato Sergipano,GOOD,GOOD,0,0,2,0,8,2,9,7,65,48,96,87,49%,51%,True
lh,Campeonato Sergipano,GOOD,GOOD,2,0,3,0,3,1,5,1,33,14,48,36,53%,47%,True
fh,Campeonato Carioca,GOOD,GOOD,0,1,1,4,2,3,12,5,85,35,143,96,64%,36%,True
lh,Campeonato Carioca,GOOD,GOOD,0,1,8,0,1,3,3,3,31,22,60,46,63%,37%,True
fh,America Friendlies,GOOD,GOOD,0,0,0,7,5,6,5,15,46,81,97,119,43%,57%,True
lh,America Friendlies,GOOD,GOOD,1,1,0,8,1,2,2,8,17,37,44,58,38%,62%,True
fh,Central America - W...,GOOD,GOOD,0,0,4,0,4,0,12,6,60,17,129,82,63%,37%,True
lh,Central America - W...,GOOD,GOOD,1,0,4,0,0,0,8,3,29,9,70,47,61%,39%,False
fh,Central America - W...,GOOD,GOOD,0,0,0,5,1,7,2,13,13,80,47,131,24%,76%,True
lh,Central America - W...,GOOD,GOOD,1,2,2,3,0,2,1,3,6,29,29,63,31%,69%,True
fh,Copa America,GOOD,GOOD,1,2,1,0,5,5,9,2,42,18,122,85,63%,37%,True
lh,Copa America,GOOD,GOOD,1,2,4,1,2,5,3,0,13,10,65,43,60%,40%,False
fh,Campeonato Gaucho,GOOD,GOOD,1,0,0,0,2,3,2,3,22,43,48,60,51%,49%,False
lh,Campeonato Gaucho,GOOD,GOOD,1,0,0,0,1,0,0,0,4,3,9,4,60%,40%,True
fh,Campeonato Paulista,GOOD,GOOD,1,0,0,0,4,4,7,7,54,108,82,130,36%,64%,False
lh,Campeonato Paulista,GOOD,GOOD,2,1,0,0,2,1,4,2,27,54,37,72,42%,58%,False
fh,Brazil Paraense,GOOD,GOOD,1,0,0,0,1,1,2,4,20,18,57,67,48%,52%,True
lh,Brazil Paraense,GOOD,GOOD,1,0,0,0,1,0,0,0,8,0,10,5,56%,44%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,0,0,5,5,7,15,67,81,88,102,50%,50%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,1,0,0,2,1,3,6,39,32,49,46,54%,46%,True
fh,Central America - W...,GOOD,GOOD,0,1,3,2,5,4,12,4,40,28,135,65,54%,46%,False
lh,Central America - W...,GOOD,GOOD,0,2,4,1,1,2,5,1,17,14,68,35,55%,45%,True
fh,Colombia Primera A,GOOD,GOOD,1,0,0,0,5,5,1,1,50,86,73,111,40%,60%,False
lh,Colombia Primera A,GOOD,GOOD,1,1,0,0,3,4,0,0,26,39,41,53,46%,54%,False
fh,Central America - W...,GOOD,GOOD,0,0,0,1,1,3,7,16,40,73,95,129,41%,59%,False
lh,Central America - W...,GOOD,GOOD,1,0,0,7,0,2,6,5,19,22,44,64,45%,55%,True
fh,Mexico Liga de Asce...,GOOD,GOOD,0,0,1,0,2,2,13,7,99,53,152,102,60%,40%,False
