time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
lh,Mexico Liga de Asce...,GOOD,GOOD,0,0,1,0,1,0,5,4,39,27,71,58,62%,38%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,0,0,2,0,2,3,55,46,84,72,54%,46%,True
lh,Mexico Liga MX Femenil,GOOD,GOOD,1,0,0,0,0,0,1,0,28,23,44,34,58%,42%,False
fh,Indonesia Super Liga,GOOD,GOOD,1,0,0,0,4,3,9,11,93,68,140,111,58%,42%,True
lh,Indonesia Super Liga,GOOD,GOOD,1,0,0,0,2,2,5,7,44,37,67,56,57%,43%,True
fh,India Manipur State...,GOOD,GOOD,1,0,0,0,3,3,3,6,92,97,109,104,51%,49%,False
lh,India Manipur State...,GOOD,GOOD,1,0,0,5,2,0,3,3,54,34,52,46,57%,43%,True
fh,Poland I Liga,GOOD,GOOD,0,1,0,0,9,3,11,3,105,50,155,124,61%,39%,False
lh,Poland I Liga,GOOD,GOOD,0,2,0,0,5,2,6,3,52,26,95,58,66%,34%,False
fh,Romania Cup,GOOD,GOOD,1,3,0,0,4,9,2,11,44,48,65,71,43%,57%,True
lh,Romania Cup,GOOD,GOOD,1,5,0,0,2,4,0,2,13,11,19,13,45%,55%,False
fh,Europe Friendlies,GOOD,GOOD,1,1,0,0,4,9,5,16,18,56,57,118,31%,69%,True
lh,Europe Friendlies,GOOD,GOOD,2,3,0,0,2,4,1,11,5,30,23,66,22%,78%,False
fh,Australia W-League,GOOD,GOOD,0,1,0,0,2,9,1,6,50,71,86,87,46%,54%,True
lh,Australia W-League,GOOD,GOOD,0,3,0,0,1,6,0,5,21,32,39,35,46%,54%,True
fh,Algeria Youth League,GOOD,GOOD,1,1,0,0,4,3,3,7,37,27,74,70,56%,44%,False
lh,Algeria Youth League,GOOD,GOOD,3,2,0,0,1,1,0,3,15,15,34,38,55%,45%,True
fh,Algeria Youth League,GOOD,GOOD,0,0,0,0,1,1,5,1,78,69,139,130,53%,47%,False
lh,Algeria Youth League,GOOD,GOOD,1,0,0,0,0,0,2,0,38,31,68,59,54%,46%,False
fh,Algeria Youth League,GOOD,GOOD,1,0,0,0,17,8,7,10,44,49,72,70,57%,43%,True
lh,Algeria Youth League,GOOD,GOOD,1,1,0,0,8,5,2,5,24,25,36,36,54%,46%,True
fh,Israel Liga Alef South,GOOD,GOOD,1,1,0,0,1,2,0,0,41,27,88,82,59%,41%,False
lh,Israel Liga Alef South,GOOD,GOOD,1,2,0,0,1,1,0,0,23,11,48,39,58%,42%,False
fh,Israel Liga Alef North,GOOD,GOOD,0,0,0,0,5,4,2,10,63,76,105,118,50%,50%,True
lh,Israel Liga Alef North,GOOD,GOOD,1,1,0,0,3,1,2,7,44,35,52,56,52%,48%,False
fh,Europe Friendlies,GOOD,GOOD,1,0,0,0,1,5,2,4,22,87,54,125,33%,67%,True
lh,Europe Friendlies,GOOD,GOOD,1,2,0,0,1,2,1,3,13,39,25,57,36%,64%,False
fh,Israel Liga Alef South,GOOD,GOOD,0,0,0,0,1,5,1,0,49,52,76,64,53%,47%,True
lh,Israel Liga Alef South,GOOD,GOOD,0,1,0,0,1,2,0,0,21,19,38,26,54%,46%,False
fh,Iran Div 1,GOOD,GOOD,0,0,0,0,2,3,3,1,43,35,88,81,58%,42%,True
lh,Iran Div 1,GOOD,GOOD,0,0,0,0,2,2,1,1,21,15,38,43,55%,45%,False
fh,Israel Liga Alef North,GOOD,GOOD,1,0,0,0,6,1,11,4,46,49,98,95,49%,51%,True
fh,Australia - Western...,GOOD,GOOD,0,0,0,0,8,0,3,2,43,26,96,55,61%,39%,True
lh,Australia - Western...,GOOD,GOOD,1,0,0,0,4,0,2,1,23,14,55,27,66%,34%,True
fh,Wales Premier League,GOOD,GOOD,1,2,1,4,6,5,4,5,63,64,103,101,56%,44%,True
lh,Wales Premier League,GOOD,GOOD,2,2,4,2,5,4,0,1,26,30,53,50,58%,42%,False
fh,Belgium First Divis...,GOOD,GOOD,0,1,2,2,2,2,17,11,54,27,125,105,50%,50%,True
lh,Belgium First Divis...,GOOD,GOOD,0,1,8,2,0,1,6,3,23,14,64,60,43%,57%,True
fh,Scotland Championship,GOOD,GOOD,1,2,1,3,7,5,9,8,45,32,80,50,54%,46%,True
lh,Scotland Championship,GOOD,GOOD,2,2,3,1,3,3,2,3,19,22,35,31,56%,44%,True
fh,England Championship,GOOD,GOOD,1,0,2,3,4,8,9,9,36,37,121,109,42%,58%,False
lh,England Championship,GOOD,GOOD,1,1,1,2,3,4,6,4,18,10,60,37,49%,51%,True
fh,Wales Premier League,GOOD,GOOD,1,0,0,1,3,1,3,1,63,51,75,92,43%,57%,True
lh,Wales Premier League,GOOD,GOOD,1,0,0,0,3,0,2,1,36,24,33,42,41%,59%,True
fh,Gibraltar National ...,GOOD,GOOD,2,0,0,0,6,0,6,13,36,41,67,75,44%,56%,False
lh,Gibraltar National ...,GOOD,GOOD,3,0,0,0,3,0,3,2,15,17,33,35,48%,52%,True
fh,Northern Ireland Ch...,GOOD,GOOD,1,0,0,0,7,3,7,9,38,31,94,92,52%,48%,False
lh,Northern Ireland Ch...,GOOD,GOOD,1,0,0,6,6,1,5,5,27,12,57,42,52%,48%,True
fh,Northern Ireland Le...,GOOD,GOOD,0,1,0,3,2,2,5,6,88,77,129,100,55%,45%,True
lh,Northern Ireland Le...,GOOD,GOOD,2,2,0,6,0,1,3,2,45,42,70,58,52%,48%,True
fh,England Isthmian Di...,GOOD,GOOD,0,1,0,3,2,6,5,12,33,55,79,84,45%,55%,True
lh,England Isthmian Di...,GOOD,GOOD,0,3,1,1,2,3,3,4,16,27,38,38,51%,49%,False
fh,Republic of Ireland...,GOOD,GOOD,0,1,0,0,5,3,4,3,79,68,155,160,48%,52%,False
lh,Republic of Ireland...,GOOD,GOOD,2,1,0,0,1,2,1,0,41,31,81,83,52%,48%,True
fh,France Ligue 1,GOOD,GOOD,1,0,4,2,4,3,10,9,55,58,111,136,51%,49%,True
lh,France Ligue 1,GOOD,GOOD,2,0,1,5,2,1,5,4,41,14,69,54,59%,41%,False
fh,Spain Segunda,GOOD,GOOD,0,0,5,0,10,2,17,5,74,33,141,85,59%,41%,True
lh,Spain Segunda,GOOD,GOOD,1,0,4,0,3,1,8,2,36,20,76,42,56%,44%,True
fh,Wales Premier League,GOOD,GOOD,3,0,0,0,14,2,10,2,63,28,77,55,55%,45%,False
lh,Wales Premier League,GOOD,GOOD,5,0,0,0,8,0,6,1,31,12,35,31,50%,50%,False
fh,Portugal Segunda Liga,GOOD,GOOD,0,0,4,0,4,4,6,11,58,75,77,108,40%,60%,True
lh,Portugal Segunda Liga,GOOD,GOOD,2,0,3,0,1,3,3,7,31,38,32,53,40%,60%,True
fh,Portugal Liga 3,GOOD,GOOD,1,0,2,0,4,1,3,3,50,61,86,137,37%,63%,True
lh,Portugal Liga 3,GOOD,GOOD,2,0,2,0,1,1,1,1,23,25,42,63,39%,61%,False
fh,Spain Tercera Group 12,GOOD,GOOD,1,0,0,0,5,3,8,6,39,46,75,117,39%,61%,True
lh,Spain Tercera Group 12,GOOD,GOOD,2,0,0,0,3,1,3,3,19,22,39,60,40%,60%,True
fh,Copa America,GOOD,GOOD,0,0,3,4,3,1,23,3,96,15,110,52,70%,30%,True
lh,Copa America,GOOD,GOOD,0,1,9,1,1,0,9,1,35,7,39,21,63%,37%,True
fh,Costa Rica U20 League,GOOD,GOOD,0,0,0,0,5,3,9,4,65,29,74,73,59%,41%,True
lh,Costa Rica U20 League,GOOD,GOOD,1,1,0,0,4,1,4,2,31,15,37,34,60%,40%,False
fh,South America - Wor...,GOOD,GOOD,2,1,1,2,9,1,14,13,48,22,110,78,55%,45%,False
lh,South America - Wor...,GOOD,GOOD,4,1,4,0,4,1,5,12,18,16,49,45,52%,48%,True
fh,America Friendlies,GOOD,GOOD,0,0,0,0,4,2,4,1,70,68,123,114,57%,43%,True
lh,America Friendlies,GOOD,GOOD,2,1,0,0,1,0,1,0,37,26,52,42,60%,40%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,0,0,3,0,1,1,58,44,74,77,49%,51%,True
lh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,0,0,3,0,0,0,35,21,34,37,53%,47%,True
fh,Mexico Liga de Asce...,GOOD,GOOD,1,0,0,0,5,2,4,8,76,86,162,118,54%,46%,False
lh,Mexico Liga de Asce...,GOOD,GOOD,1,0,0,0,4,1,2,5,42,37,78,51,59%,41%,True
fh,French Guiana Ligue 1,GOOD,GOOD,0,0,0,0,3,0,4,5,50,39,93,83,56%,44%,False
lh,French Guiana Ligue 1,GOOD,GOOD,1,0,0,0,2,0,2,2,24,19,43,37,58%,42%,False
fh,America Friendlies,GOOD,WINDY,0,1,0,0,2,3,7,10,41,39,99,102,49%,51%,True
lh,America Friendlies,GOOD,WINDY,1,2,0,0,1,2,2,7,18,23,47,51,44%,56%,False
fh,Costa Rica Primera ...,GOOD,GOOD,0,1,0,0,7,5,6,3,63,53,92,93,49%,51%,True
lh,Costa Rica Primera ...,GOOD,GOOD,1,1,0,0,3,3,2,2,26,29,47,47,50%,50%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,1,0,2,0,1,1,1,10,44,47,96,99,41%,59%,False
lh,Mexico Segunda Divi...,GOOD,GOOD,1,1,1,0,1,0,1,4,22,23,52,58,45%,55%,True
fh,Costa Rica Primera ...,GOOD,GOOD,1,0,0,0,8,5,2,6,27,43,49,61,50%,50%,True
lh,Costa Rica Primera ...,GOOD,GOOD,4,2,0,0,4,2,2,5,13,32,20,36,49%,51%,False
fh,Mexico Liga de Asce...,GOOD,GOOD,1,0,0,0,3,1,4,6,66,57,107,112,50%,50%,False
lh,Mexico Liga de Asce...,GOOD,GOOD,1,0,0,0,3,1,3,2,28,22,44,51,51%,49%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,2,0,0,0,8,5,11,0,86,32,112,63,64%,36%,False
lh,Mexico Liga MX Femenil,GOOD,GOOD,5,1,0,0,3,1,8,0,50,14,60,28,67%,33%,False
fh,Argentina Torneo Re...,GOOD,GOOD,0,0,0,0,1,3,9,0,51,33,89,76,56%,44%,True
lh,Argentina Torneo Re...,GOOD,GOOD,0,0,0,0,0,2,3,0,24,16,46,37,61%,39%,True
fh,Mexico Apertura,GOOD,GOOD,1,0,0,0,2,1,7,2,40,39,98,102,46%,54%,False
lh,Mexico Apertura,GOOD,GOOD,2,1,0,0,1,0,3,1,20,12,56,43,50%,50%,True
fh,Mexico Apertura,GOOD,GOOD,0,1,5,2,5,2,5,7,39,48,78,86,50%,50%,True
lh,Mexico Apertura,GOOD,GOOD,3,1,2,4,2,1,3,4,17,13,36,29,50%,50%,True
fh,Australia W-League,GOOD,GOOD,0,0,0,0,5,5,5,3,48,46,84,83,46%,54%,True
lh,Australia W-League,GOOD,GOOD,1,2,0,0,3,1,1,2,20,21,37,42,41%,59%,True
fh,Australia A-League,GOOD,GOOD,0,1,0,0,5,3,19,5,51,16,106,82,59%,41%,False
lh,Australia A-League,GOOD,GOOD,4,1,0,0,0,1,11,3,26,5,59,44,60%,40%,True
fh,India Regional Cup,GOOD,GOOD,1,0,0,0,3,3,5,1,79,99,116,140,45%,55%,False
lh,India Regional Cup,GOOD,GOOD,1,0,0,0,3,2,2,1,34,44,59,75,45%,55%,True
fh,Europe Friendlies,GOOD,GOOD,4,0,0,0,22,0,19,1,59,19,86,48,71%,29%,True
lh,Europe Friendlies,GOOD,GOOD,10,0,0,0,11,0,7,0,35,11,49,25,71%,29%,True
fh,Indonesia Super Liga,GOOD,GOOD,0,0,0,0,4,5,16,9,95,64,103,84,61%,39%,False
lh,Indonesia Super Liga,GOOD,GOOD,2,1,0,0,1,3,8,5,46,33,49,38,62%,38%,False
fh,Thailand Division 3,GOOD,GOOD,0,0,0,0,1,1,6,3,33,34,62,64,45%,55%,True
lh,Thailand Division 3,GOOD,GOOD,0,0,0,0,1,1,4,2,16,16,35,32,46%,54%,False
fh,Thailand Division 3,GOOD,GOOD,1,2,0,0,2,9,3,4,70,75,100,107,48%,52%,True
lh,Thailand Division 3,GOOD,GOOD,1,3,0,0,2,6,2,3,30,35,48,55,45%,55%,True
fh,Thailand Division 3,GOOD,GOOD,1,2,0,0,2,3,7,4,85,68,121,102,64%,36%,False
lh,Thailand Division 3,GOOD,GOOD,1,2,0,0,2,2,4,4,42,36,63,56,61%,39%,False
fh,Thailand Division 3,GOOD,GOOD,0,0,0,0,3,5,6,3,56,55,92,98,54%,46%,False
lh,Thailand Division 3,GOOD,GOOD,0,0,0,0,2,4,3,2,23,29,44,49,55%,45%,False
fh,Thailand Division 3,GOOD,GOOD,0,1,0,0,8,5,12,12,25,25,62,58,56%,44%,True
lh,Thailand Division 3,GOOD,GOOD,0,1,0,0,4,3,2,9,6,11,19,20,47%,53%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,0,0,0,11,2,7,10,95,47,125,100,59%,41%,False
lh,Holland Eerste Divisie,GOOD,GOOD,1,0,0,2,4,0,0,5,45,18,57,49,60%,40%,False
fh,Israel Premier League,GOOD,GOOD,4,0,0,0,6,2,3,6,22,37,62,89,41%,59%,False
lh,Israel Premier League,GOOD,GOOD,5,1,0,0,4,0,2,3,13,13,31,43,42%,58%,True
fh,Spain Primera Divis...,GOOD,GOOD,0,1,0,0,5,6,13,4,121,48,184,98,68%,32%,True
lh,Spain Primera Divis...,GOOD,GOOD,0,3,0,0,2,2,5,2,43,23,90,55,64%,36%,False
fh,Campeonato Paulista A3,GOOD,GOOD,0,0,0,3,3,4,9,11,49,55,110,120,45%,55%,True
lh,Campeonato Paulista A3,GOOD,GOOD,0,1,0,3,1,1,2,8,19,28,48,61,41%,59%,True
fh,Brazil Paulista Ser...,GOOD,GOOD,0,1,0,0,6,1,8,4,53,42,89,82,56%,44%,True
lh,Brazil Paulista Ser...,GOOD,GOOD,2,1,0,0,2,1,5,0,24,26,38,40,52%,48%,False
fh,El Salvador Reserve...,GOOD,GOOD,0,2,0,0,6,4,4,3,88,59,112,94,59%,41%,True
lh,El Salvador Reserve...,GOOD,GOOD,1,2,0,0,1,4,3,2,33,33,54,50,49%,51%,False
fh,Hungary NB I,GOOD,GOOD,0,0,0,0,4,1,4,7,23,48,37,65,36%,64%,True
lh,Hungary NB I,GOOD,GOOD,0,0,0,0,1,0,1,4,14,26,10,13,35%,65%,True
fh,Mexico Liga TDP,GOOD,GOOD,0,0,0,0,5,2,20,6,66,40,82,68,64%,36%,False
lh,Mexico Liga TDP,GOOD,GOOD,0,0,0,0,2,0,9,4,28,19,37,32,62%,38%,False
fh,Israel Cup,GOOD,GOOD,0,0,0,0,3,0,8,3,61,76,121,137,45%,55%,False
lh,Israel Cup,GOOD,GOOD,1,0,0,0,0,0,2,1,26,36,60,68,44%,56%,True
fh,Portugal Campeonato...,GOOD,GOOD,0,1,0,0,3,6,8,8,35,27,68,59,51%,49%,False
lh,Portugal Campeonato...,GOOD,GOOD,1,2,0,0,1,4,5,4,18,16,37,31,48%,52%,False
fh,Spain Primera Nacio...,GOOD,GOOD,0,0,0,0,3,1,3,5,60,66,151,122,56%,44%,False
lh,Spain Primera Nacio...,GOOD,GOOD,1,0,0,0,1,1,2,3,30,32,87,57,59%,41%,False
fh,African Nations Cup...,GOOD,GOOD,0,0,0,4,1,7,1,11,20,58,66,97,38%,62%,False
lh,African Nations Cup...,GOOD,GOOD,0,2,2,1,0,2,0,7,4,46,36,68,33%,67%,False
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,0,4,5,4,3,7,45,73,80,71,50%,50%,False
lh,Spain Segunda Divis...,GOOD,GOOD,1,1,0,5,4,3,2,4,25,26,38,39,52%,48%,False
fh,Italy Campionato Pr...,GOOD,GOOD,2,1,0,0,6,6,9,3,73,49,104,84,58%,42%,True
lh,Italy Campionato Pr...,GOOD,GOOD,3,4,0,0,4,2,5,1,29,33,42,47,55%,45%,False
fh,Spain Youth League,GOOD,GOOD,0,0,0,0,3,5,4,2,25,31,47,55,44%,56%,True
lh,Spain Youth League,GOOD,GOOD,1,0,0,0,1,4,3,0,10,11,18,21,45%,55%,False
fh,Iceland Cup,GOOD,GOOD,1,0,0,0,1,5,2,11,40,56,54,55,47%,53%,False
lh,Iceland Cup,GOOD,GOOD,1,3,0,0,1,0,1,5,20,25,25,26,48%,52%,True
fh,Spain Primera Divis...,GOOD,GOOD,0,1,2,0,3,3,11,1,43,10,63,51,64%,36%,True
lh,Spain Primera Divis...,GOOD,GOOD,0,1,4,0,2,2,5,0,19,6,31,29,58%,42%,True
fh,Spain Segunda Divis...,GOOD,GOOD,1,1,0,0,5,3,6,5,41,26,91,75,61%,39%,True
lh,Spain Segunda Divis...,GOOD,GOOD,2,2,0,0,3,2,2,3,20,16,48,43,63%,37%,True
fh,Spain Tercera Group 4,GOOD,GOOD,0,0,3,0,6,5,8,4,40,37,63,61,49%,51%,True
lh,Spain Tercera Group 4,GOOD,GOOD,3,0,4,0,2,4,7,3,22,13,31,27,51%,49%,False
fh,Spain Women Segunda,GOOD,GOOD,0,2,0,0,5,4,10,3,46,35,94,73,61%,39%,False
lh,Spain Women Segunda,GOOD,GOOD,1,3,0,0,2,2,7,2,23,20,46,40,56%,44%,False
fh,Croatia 1.HNL,GOOD,GOOD,1,2,0,0,2,8,8,3,87,55,127,108,54%,46%,True
lh,Croatia 1.HNL,GOOD,GOOD,1,3,0,0,1,5,2,0,40,30,67,48,53%,47%,False
fh,Mexico Liga TDP,GOOD,GOOD,2,0,0,0,7,1,9,6,40,30,79,63,59%,41%,False
lh,Mexico Liga TDP,GOOD,GOOD,3,0,0,0,4,0,6,1,26,14,45,29,55%,45%,False
fh,Spain Tercera Group 6,GOOD,GOOD,0,0,0,0,9,4,6,2,50,30,91,80,48%,52%,True
lh,Spain Tercera Group 6,GOOD,GOOD,2,0,0,0,3,3,3,1,28,19,40,41,51%,49%,True
fh,International Match,GOOD,GOOD,1,0,1,4,2,2,0,5,42,80,92,103,45%,55%,True
lh,International Match,GOOD,GOOD,2,0,3,7,1,2,0,1,20,33,49,53,46%,54%,True
fh,Estonia Esiliiga B,GOOD,GOOD,2,3,0,0,2,14,1,7,38,65,64,88,40%,60%,False
lh,Estonia Esiliiga B,GOOD,GOOD,2,9,0,0,2,6,1,3,21,32,36,43,49%,51%,False
fh,Spain Youth League,GOOD,GOOD,0,0,0,0,2,4,5,8,68,94,107,128,36%,64%,True
lh,Spain Youth League,GOOD,GOOD,1,1,0,0,0,0,2,3,32,36,57,61,37%,63%,False
fh,Europe Friendlies,GOOD,GOOD,1,1,0,0,7,9,5,3,44,28,59,49,54%,46%,True
lh,Europe Friendlies,GOOD,GOOD,3,2,0,0,1,4,0,2,7,9,13,14,44%,56%,False
fh,Spain Tercera Group 11,GOOD,GOOD,0,0,0,2,2,10,9,15,40,52,77,100,37%,63%,False
lh,Spain Tercera Group 11,GOOD,GOOD,0,0,2,4,1,6,4,5,19,27,38,47,39%,61%,True
fh,Germany 3.Liga,GOOD,GOOD,1,1,0,1,4,5,7,9,40,58,61,98,46%,54%,False
lh,Germany 3.Liga,GOOD,GOOD,2,1,1,2,1,4,0,3,20,23,27,52,50%,50%,False
fh,France National 2,GOOD,GOOD,0,1,0,3,4,6,10,2,41,43,100,95,56%,44%,True
lh,France National 2,GOOD,GOOD,0,1,0,1,3,5,6,2,20,28,49,48,56%,44%,False
fh,Spain Primera Nacio...,GOOD,GOOD,0,2,0,0,3,13,1,13,26,43,74,89,31%,69%,False
lh,Spain Primera Nacio...,GOOD,GOOD,0,4,0,0,0,6,0,8,6,27,37,50,27%,73%,True
fh,France National 3,GOOD,GOOD,1,0,0,0,7,4,2,6,36,63,88,118,42%,58%,False
lh,France National 3,GOOD,GOOD,1,0,0,0,3,2,1,3,20,30,33,61,39%,61%,False
fh,France National 2,GOOD,GOOD,0,0,2,0,1,4,6,4,41,50,73,102,41%,59%,False
lh,France National 2,GOOD,GOOD,0,0,2,0,1,1,4,3,22,24,38,52,44%,56%,True
fh,Cyprus Division 1,GOOD,GOOD,1,1,0,0,1,3,7,3,31,42,101,106,59%,41%,False
lh,Cyprus Division 1,GOOD,GOOD,1,1,0,0,1,2,4,1,15,18,51,53,67%,33%,True
fh,France National 2,GOOD,GOOD,1,0,0,0,3,6,3,8,55,62,102,115,53%,47%,True
lh,France National 2,GOOD,GOOD,1,1,0,3,2,0,2,3,37,19,59,56,58%,42%,True
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,0,0,3,4,8,7,46,31,100,101,52%,48%,False
lh,Spain Segunda Divis...,GOOD,GOOD,1,1,0,0,3,2,3,4,18,15,43,49,48%,52%,False
fh,Switzerland Super L...,GOOD,GOOD,0,0,0,1,3,3,5,5,66,61,107,81,48%,52%,False
lh,Switzerland Super L...,GOOD,GOOD,1,0,0,3,1,2,4,2,37,22,66,35,56%,44%,False
fh,France National,GOOD,GOOD,0,1,5,0,6,4,3,4,53,34,88,67,54%,46%,False
lh,France National,GOOD,GOOD,0,1,1,0,2,1,2,3,24,18,35,39,51%,49%,False
fh,Spain Primera Divis...,GOOD,GOOD,0,0,0,0,8,3,7,4,43,26,116,89,61%,39%,False
lh,Spain Primera Divis...,GOOD,GOOD,1,0,0,0,3,1,3,2,23,11,53,46,65%,35%,True
fh,Malta Premier League,GOOD,GOOD,2,2,0,0,4,5,9,4,64,54,92,84,52%,48%,True
lh,Malta Premier League,GOOD,GOOD,2,3,0,0,4,2,3,2,31,27,42,43,48%,52%,True
fh,Spain Primera Nacio...,GOOD,GOOD,2,1,0,0,4,5,1,4,35,48,78,73,53%,47%,False
lh,Spain Primera Nacio...,GOOD,GOOD,2,2,0,0,4,3,1,3,19,17,36,27,56%,44%,True
fh,France National 2,GOOD,GOOD,0,0,0,0,7,1,8,3,34,34,76,89,48%,52%,True
lh,France National 2,GOOD,GOOD,4,0,0,0,1,0,3,0,11,18,37,52,43%,57%,True
fh,France National 2,GOOD,GOOD,1,0,0,0,5,1,4,1,56,20,113,78,52%,48%,False
lh,France National 2,GOOD,GOOD,1,1,0,0,2,0,1,1,22,12,52,43,44%,56%,True
fh,Spain Primera Nacio...,GOOD,GOOD,3,0,0,0,14,7,14,3,49,43,66,62,62%,38%,False
lh,Spain Primera Nacio...,GOOD,GOOD,4,2,0,0,9,1,10,1,27,19,33,27,61%,39%,False
fh,Spain Primera Nacio...,GOOD,GOOD,3,0,0,0,13,2,17,1,81,12,115,49,73%,27%,False
lh,Spain Primera Nacio...,GOOD,GOOD,5,0,0,0,8,0,6,0,41,6,66,26,72%,28%,False
fh,Spain Segunda,GOOD,GOOD,0,0,0,3,2,5,11,8,54,42,134,81,60%,40%,False
lh,Spain Segunda,GOOD,GOOD,2,1,2,1,0,2,4,4,26,23,61,33,65%,35%,True
fh,Spain Segunda,GOOD,GOOD,0,0,2,1,6,3,13,7,52,37,103,128,51%,49%,False
lh,Spain Segunda,GOOD,GOOD,1,0,1,2,3,2,6,1,22,13,56,52,57%,43%,True
fh,England National Le...,GOOD,GOOD,0,0,4,3,0,5,5,7,52,64,112,114,49%,51%,False
lh,England National Le...,GOOD,GOOD,0,1,3,1,0,3,1,4,24,36,51,62,44%,56%,False
fh,Israel Liga Bet South,GOOD,GOOD,0,1,0,0,0,5,3,5,14,24,47,49,52%,48%,False
fh,Northern Ireland Pr...,GOOD,GOOD,1,0,9,0,5,0,4,0,82,25,116,62,72%,28%,False
lh,Northern Ireland Pr...,GOOD,GOOD,4,0,6,0,1,0,3,0,39,14,55,38,69%,31%,True
fh,France Cup,GOOD,GOOD,1,0,3,0,3,4,4,6,69,70,85,87,50%,50%,True
lh,France Cup,GOOD,GOOD,1,1,5,0,3,1,1,2,26,42,37,44,50%,50%,True
fh,Gibraltar National ...,GOOD,GOOD,0,0,0,0,1,3,5,12,28,26,76,80,49%,51%,False
lh,Gibraltar National ...,GOOD,GOOD,0,1,0,0,0,1,3,4,16,9,40,40,49%,51%,True
fh,England Championship,GOOD,GOOD,0,0,0,0,2,6,1,15,26,68,97,125,43%,57%,True
lh,England Championship,GOOD,GOOD,0,2,0,0,2,2,1,12,14,34,49,65,37%,63%,False
fh,Belgium First Divis...,GOOD,GOOD,0,0,0,0,3,3,11,8,36,45,86,98,53%,47%,False
lh,Belgium First Divis...,GOOD,GOOD,0,0,0,1,3,2,6,4,26,21,50,48,56%,44%,False
fh,Belgium First Amate...,GOOD,GOOD,1,0,0,0,2,3,8,8,49,47,92,94,38%,62%,False
lh,Belgium First Amate...,GOOD,GOOD,1,0,0,0,1,1,2,2,22,22,47,44,41%,59%,True
fh,Spain Tercera Group 10,GOOD,GOOD,1,0,1,0,5,2,9,3,50,28,73,65,55%,45%,True
lh,Spain Tercera Group 10,GOOD,GOOD,1,1,5,0,3,1,3,2,25,13,38,31,54%,46%,True
fh,Spain Segunda Divis...,GOOD,GOOD,1,0,1,0,6,4,3,8,84,89,124,109,48%,52%,False
lh,Spain Segunda Divis...,GOOD,GOOD,2,2,1,3,4,0,0,4,46,41,64,46,51%,49%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,0,5,0,5,0,6,3,44,29,109,95,60%,40%,True
lh,Spain Segunda Divis...,GOOD,GOOD,1,0,3,0,4,0,2,1,23,12,52,43,56%,44%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,1,4,0,1,5,11,5,52,27,109,72,63%,37%,False
lh,Spain Segunda Divis...,GOOD,GOOD,0,1,4,0,0,4,5,3,21,15,43,38,63%,37%,True
